gender,age,bmi,size
*,*,10-30,1350
*,*,10-50,200
*,0-10,*,50
*,0-10,10-30,50
*,0-20,*,50
*,0-20,10-30,200
*,0-20,10-50,50
*,40-60,10-50,50
*,40-60,27.32,100
*,45-50,27.32,50
*,60-80,10-50,200
*,80.0,*,50
*,80.0,10-30,300
Female,*,*,50
Female,*,10-30,3950
Female,*,10-50,200
Female,*,30-50,250
Female,0-10,10-30,1350
Female,0-10,27.32,150
Female,0-20,10-30,2700
Female,0-20,27.32,50
Female,0-20,30-50,50
Female,0-5,10-30,400
Female,0-5,27.32,50
Female,1.64,10-30,50
Female,10-15,10-30,200
Female,10-15,10-50,50
Female,10-15,27.32,50
Female,10-15,30-50,50
Female,10-20,10-30,900
Female,10-20,10-50,50
Female,10-20,27.32,100
Female,10-20,30-50,50
Female,10.0,10-30,50
Female,10.0,27.32,100
Female,11.0,10-30,50
Female,11.0,27.32,50
Female,12.0,10-30,150
Female,12.0,27.32,50
Female,13.0,10-30,50
Female,13.0,27.32,50
Female,14.0,10-30,50
Female,14.0,27.32,50
Female,15-20,10-30,400
Female,15-20,27.32,50
Female,15-20,30-50,150
Female,15.0,10-30,50
Female,15.0,27.32,50
Female,16.0,10-30,50
Female,16.0,27.32,50
Female,16.0,30-50,50
Female,17.0,10-30,50
Female,17.0,27.32,100
Female,17.0,30-50,50
Female,18.0,10-30,50
Female,18.0,27.32,50
Female,19.0,10-30,50
Female,19.0,27.32,150
Female,19.0,30-50,50
Female,2.0,10-30,50
Female,2.0,27.32,50
Female,20-25,10-30,350
Female,20-25,30-50,50
Female,20-30,10-30,1150
Female,20-30,27.32,350
Female,20-30,30-50,200
Female,20-30,50-90,50
Female,20-40,*,200
Female,20-40,10-30,3900
Female,20-40,27.32,50
Female,20-40,30-50,1950
Female,20.0,10-30,50
Female,20.0,27.32,200
Female,21.0,10-30,50
Female,21.0,27.32,50
Female,21.0,30-50,50
Female,22.0,10-30,50
Female,22.0,27.32,50
Female,22.0,30-50,50
Female,23.0,10-30,50
Female,23.0,27.32,50
Female,23.0,30-50,50
Female,24.0,10-30,50
Female,24.0,27.32,50
Female,24.0,30-50,50
Female,25-30,*,150
Female,25-30,27.32,150
Female,25-30,30-50,100
Female,25.0,10-30,50
Female,25.0,27.32,150
Female,25.0,30-50,50
Female,26.0,10-30,50
Female,26.0,27.32,50
Female,26.0,30-50,50
Female,27.0,10-30,50
Female,27.0,27.32,100
Female,27.0,30-50,150
Female,28.0,10-30,50
Female,28.0,27.32,50
Female,28.0,30-50,50
Female,29.0,10-30,50
Female,29.0,27.32,50
Female,29.0,30-50,50
Female,3.0,10-30,50
Female,3.0,27.32,100
Female,30-35,10-30,100
Female,30-35,27.32,400
Female,30-35,50-90,50
Female,30-40,*,200
Female,30-40,10-30,800
Female,30-40,27.32,100
Female,30-40,30-50,300
Female,30.0,10-30,50
Female,30.0,27.32,50
Female,30.0,30-50,50
Female,31.0,10-30,50
Female,31.0,27.32,50
Female,31.0,30-50,50
Female,32.0,10-30,50
Female,32.0,27.32,50
Female,32.0,30-50,50
Female,33.0,10-30,50
Female,33.0,27.32,50
Female,33.0,30-50,50
Female,34.0,10-30,50
Female,34.0,27.32,50
Female,34.0,30-50,50
Female,35-40,10-30,150
Female,35-40,27.32,250
Female,35-40,30-50,100
Female,35-40,50-90,50
Female,35.0,10-30,50
Female,35.0,27.32,150
Female,35.0,30-50,50
Female,36.0,10-30,50
