gender,age,bmi,size
*,*,*,170
Female,0-20,30-50,162
Female,0-5,10-30,931
Female,0-5,27.32,363
Female,10-15,27.32,508
Female,10.0,10-30,296
Female,11.0,10-30,273
Female,12.0,10-30,310
Female,13.0,10-30,322
Female,14.0,10-30,304
Female,15-20,27.32,312
Female,15-20,30-50,372
Female,15.0,10-30,350
Female,16.0,10-30,357
Female,17.0,10-30,368
Female,18.0,10-30,426
Female,18.0,27.32,166
Female,19.0,10-30,465
Female,19.0,27.32,173
Female,2.0,10-30,490
Female,20-25,30-50,524
Female,20-40,50-70,193
Female,20.0,10-30,484
Female,20.0,27.32,213
Female,21.0,10-30,440
Female,21.0,27.32,227
Female,22.0,10-30,467
Female,22.0,27.32,219
Female,23.0,10-30,480
Female,23.0,27.32,204
Female,24.0,10-30,445
Female,24.0,27.32,224
Female,24.0,30-50,171
Female,25.0,10-30,432
Female,25.0,27.32,203
Female,25.0,30-50,174
Female,26.0,10-30,434
Female,26.0,27.32,243
Female,26.0,30-50,183
Female,27.0,10-30,438
Female,27.0,27.32,235
Female,27.0,30-50,160
Female,28.0,10-30,450
Female,28.0,27.32,232
Female,28.0,30-50,213
Female,29.0,10-30,425
Female,29.0,27.32,216
Female,29.0,30-50,246
Female,3.0,10-30,375
Female,30.0,10-30,403
Female,30.0,27.32,209
Female,30.0,30-50,218
Female,31.0,10-30,378
Female,31.0,27.32,225
Female,31.0,30-50,231
Female,32.0,10-30,365
Female,32.0,27.32,205
Female,32.0,30-50,188
Female,33.0,10-30,384
Female,33.0,27.32,188
Female,33.0,30-50,217
Female,34.0,10-30,375
Female,34.0,27.32,205
Female,34.0,30-50,195
Female,35.0,10-30,367
Female,35.0,27.32,193
Female,35.0,30-50,202
Female,36.0,10-30,357
Female,36.0,27.32,205
Female,36.0,30-50,223
Female,37.0,10-30,376
Female,37.0,27.32,191
Female,37.0,30-50,226
Female,38.0,10-30,412
Female,38.0,27.32,224
Female,38.0,30-50,255
Female,39.0,10-30,406
Female,39.0,27.32,213
Female,39.0,30-50,237
Female,4.0,10-30,404
Female,40-60,50-70,251
Female,40.0,10-30,422
Female,40.0,27.32,188
Female,40.0,30-50,239
Female,41.0,10-30,341
Female,41.0,27.32,181
Female,41.0,30-50,222
Female,42.0,10-30,354
Female,42.0,27.32,221
Female,42.0,30-50,242
Female,43.0,10-30,423
Female,43.0,27.32,172
Female,43.0,30-50,249
Female,44.0,10-30,383
Female,44.0,27.32,219
Female,44.0,30-50,249
Female,45.0,10-30,401
Female,45.0,27.32,215
Female,45.0,30-50,243
Female,46.0,10-30,387
Female,46.0,27.32,229
Female,46.0,30-50,254
Female,47.0,10-30,443
Female,47.0,27.32,221
Female,47.0,30-50,255
Female,48.0,10-30,431
Female,48.0,27.32,230
Female,48.0,30-50,258
Female,49.0,10-30,419
Female,49.0,27.32,215
Female,49.0,30-50,298
Female,5-10,27.32,409
Female,5.0,10-30,406
Female,50.0,10-30,397
Female,50.0,27.32,210
Female,50.0,30-50,258
Female,51.0,10-30,417
Female,51.0,27.32,223
Female,51.0,30-50,307
Female,52.0,10-30,407
Female,52.0,27.32,214
Female,52.0,30-50,302
Female,53.0,10-30,392
Female,53.0,27.32,199
Female,53.0,30-50,283
Female,54.0,10-30,373
Female,54.0,27.32,223
Female,54.0,30-50,267
Female,55.0,10-30,369
Female,55.0,27.32,206
Female,55.0,30-50,300
Female,56.0,10-30,337
Female,56.0,27.32,187
Female,56.0,30-50,273
Female,57.0,10-30,365
Female,57.0,27.32,204
Female,57.0,30-50,289
Female,58.0,10-30,302
Female,58.0,27.32,186
Female,58.0,30-50,300
Female,59.0,10-30,333
Female,59.0,27.32,176
Female,59.0,30-50,281
Female,6.0,10-30,366
Female,60.0,10-30,359
Female,60.0,27.32,207
Female,60.0,30-50,248
Female,61.0,10-30,336
Female,61.0,27.32,219
Female,61.0,30-50,280
Female,62.0,10-30,358
Female,62.0,27.32,203
Female,62.0,30-50,282
Female,63.0,10-30,243
Female,63.0,27.32,166
Female,63.0,30-50,219
Female,64.0,10-30,382
Female,64.0,30-50,210
Female,65-70,27.32,404
Female,65.0,10-30,287
Female,65.0,27.32,150
Female,65.0,30-50,196
Female,66.0,10-30,299
Female,66.0,27.32,159
Female,66.0,30-50,207
